Q01717	A6IZR3
Q01782	Q01782
Q01813	Q01813
Q01860	Q01860
Q01970	Q01970
Q02108	Q02108
Q02241	Q02241
Q02401	Q02401
Q02401	P09848
Q02401	P10482
Q02401	Q9H227
Q02563	Q02563
Q02880	Q02880
Q02880	P11388
Q02962	Q02962
Q03164	Q03164
Q03405	Q03405
Q03405	P49616
Q03431	Q03431
Q03431	P25961
Q03431	P41593
Q03431	P41586
Q03431	O35659
Q03431	P32301
Q03431	P43220
Q03431	P30083
Q03431	P32241
Q03431	P41587
Q03431	P30988
Q03431	Q16602
Q03431	Q63118
Q03431	Q9R1W5
Q03431	P34998
Q03431	B8Q4Z9
Q03431	P35353
Q03431	Q13324
Q03431	Q60748
Q03431	P47872
Q03431	Q02644
Q03469	Q03469
Q03469	Q9ZLT0
Q03530	Q03530
Q03732	Q03732
Q03732	P89951
Q03732	Q76R61
Q04095	Q04095
Q04095	Q86831
Q04206	Q04206
Q04206	Q04207
Q04400	Q04400
Q04400	P40145
Q04400	Q08462
Q04400	P26769
Q04400	Q08828
Q04400	P19754
Q04468	Q04468
Q04468	Q43054
Q04468	P49264
Q04609	Q04609
Q04637	Q04637
Q04760	Q04760
Q04760	Q9CPU0
Q04998	Q04998
Q05469	Q05469
Q05469	P15304
Q05516	Q05516
Q05BQ5	Q05BQ5
Q06241	Q06241
Q13564	Q13564
Q13569	Q13569
Q13609	Q13609
Q13609	P24855
Q13617	Q13617
Q13619	Q13619
Q13627	Q13627
Q13627	Q61214
Q13627	Q63470
Q13627	Q9NR20
Q13686	Q13686
Q13724	Q13724
Q13724	P53008
Q13887	Q13887
Q13936	Q13936
Q13936	P15381
Q13936	O35505
Q13936	P22002
Q13936	P27732
Q13936	Q01668
Q13936	Q01815
Q13946	Q13946
Q13946	P70453
Q13951	Q13951
Q14116	Q14116
Q14123	Q14123
Q14123	P54750
Q14123	P14100
Q14123	Q01064
Q14145	Q14145
Q14145	Q9Z2X8
Q14188	Q14188
Q14191	Q14191
Q14242	Q14242
Q14432	Q14432
Q14432	Q9XSW7
Q14432	E1BN64
Q14432	Q13370
Q14435	Q14435
Q14435	Q8NCL4
Q14435	Q10471
Q14435	Q10472
Q14435	Q8IUC8
Q14435	Q86SR1
Q14576	Q14576
Q14576	Q15717
Q14642	Q14642
Q14653	Q14653
Q14674	Q14674
Q14676	Q14676
Q14683	Q14683
Q14694	Q14694
Q14703	Q14703
Q14781	Q14781
Q14839	Q14839
Q14849	Q14849
Q14940	Q14940
Q14940	P48763
Q14940	P50482
Q14940	Q9UBY0
Q14940	P48764
Q14940	P26433
Q15040	Q15040
Q15040	Q8TAC2
Q15046	Q15046
Q15047	Q15047
Q15056	Q15056
Q15078	Q15078
Q15084	Q15084
Q15109	Q15109
Q15109	Q63495
Q15116	Q15116
Q15118	Q15118
Q15118	Q15119
Q15118	Q15120
Q15118	Q16654
Q15125	Q15125
Q15125	Q60490
Q15125	Q9BY08
Q15125	Q2TU57
Q15149	Q15149
Q15392	Q15392
Q15393	Q15393
Q15465	Q15465
Q15465	Q62226
Q15466	Q15466
Q15532	Q15532
Q15544	Q15544
Q15554	Q15554
Q15562	Q15562
Q15562	Q15561
Q15562	P28347
Q15562	Q99594
Q15573	Q15573
Q15596	Q15596
Q15596	Q15788
Q15596	Q9Y6Q9
Q15596	Q05BA5
Q15633	Q15633
Q15645	Q15645
Q15652	Q15652
Q15743	Q15743
Q15743	Q4KLH9
Q15743	P46093
Q15743	Q8BUD0
Q15743	Q8IYL9
Q16186	Q16186
Q16236	Q16236
Q16236	Q60795
Q16236	Q16621
Q16348	Q16348
Q16348	Q63424
Q16348	P46059
Q16526	Q16526
Q16531	Q16531
Q63199	Q63199
Q63633	Q63633
Q63633	Q9H2X9
Q64602	Q64602
Q64602	Q8N5Z0
Q66K64	Q66K64
Q680I0	Q680I0
Q6AYQ3	Q6AYQ3
Q6DMN0	Q6DMN0
Q6GFD7	Q6GFD7
Q6GMR7	Q6GMR7
Q6GQQ9	Q6GQQ9
Q6J4K2	Q6J4K2
Q6JQN1	Q6JQN1
Q6JQN1	Q709F0
Q6L8Q7	Q6L8Q7
Q6N021	Q6N021
Q6NS38	Q6NS38
Q6NXT6	Q6NXT6
Q6NYC1	Q6NYC1
Q6P2P2	Q6P2P2
Q6P6C2	Q6P6C2
Q6PH85	Q6PH85
Q6PH85	Q96GG9
Q6PHW0	Q6PHW0
Q6PHW0	F4KU78
Q6PIU2	Q6PIU2
Q6PIU2	Q8BLF1
Q6PIU2	P22760
Q6PJP8	Q6PJP8
Q6PRC7	Q6PRC7
Q6PRC7	O89017
Q6PRC7	Q99538
Q6QHF9	Q6QHF9
Q6R6M4	Q6R6M4
Q6R6M4	A6NNY8
Q6RI86	Q6RI86
Q6RI86	Q8BLA8
Q6RI86	H0VJD1
Q6RI86	O75762
Q6RY99	Q6RY99
Q6SZW1	Q6SZW1
Q6TEK3	Q6TEK3
Q6TEK3	Q8N0U8
Q6TEK3	Q6B4J2
Q6TEK3	Q6TEK4
Q6TEK3	Q9BQB6
Q92824	Q92824
Q92824	P09958
Q92824	P16519
Q92824	P29120
Q92843	Q92843
Q92844	Q92844
Q92905	Q92905
Q92915	Q92915
Q92934	Q92934
Q92947	Q92947
Q92953	Q92953
Q92953	P15387
Q92953	Q14721
Q92979	Q92979
Q92990	Q92990
Q92993	Q92993
Q92993	Q9H7Z6
Q92995	Q92995
Q92995	P45974
Q92997	Q92997
Q93009	Q93009
Q93088	Q93088
Q93088	Q9H2M3
Q93EK7	Q93EK7
Q93EK7	Q8KHJ3
Q93NH4	Q93NH4
Q93SQ1	Q93SQ1
Q93V99	Q93V99
Q93YN9	Q93YN9
Q93ZN9	Q93ZN9
Q94F81	Q94F81
Q95MH6	Q95MH6
Q95MH6	P30968
Q95MH6	P30969
Q95MH6	Q01776
Q95MH6	Q5U7L3
Q95MH6	Q8SPZ1
Q964Q8	Q964Q8
Q965D5	Q965D5
Q965D7	Q965D7
Q965D7	O25928
Q969H4	Q969H4
Q969J5	Q969J5
Q969M7	Q969M7
Q969M7	P61081
Q969R2	Q969R2
Q969R2	P22059
Q969T7	Q969T7
Q96AC1	Q96AC1
Q96AD5	Q96AD5
Q96AD5	Q8BJ56
Q96AE4	Q96AE4
Q96B36	Q96B36
Q96BZ4	Q96BZ4
Q96BZ4	Q8IV08
Q96EB6	Q96EB6
Q96EB6	Q8IXJ6
Q96FI4	Q96FI4
Q96FJ0	Q96FJ0
Q96FJ0	O95630
Q96FJ2	Q96FJ2
Q96FL9	Q96FL9
Q96FW1	Q96FW1
Q96FW1	Q96DC9
Q96G91	Q96G91
Q96HE7	Q96HE7
Q96HE7	Q8R180
Q96HI0	Q96HI0
Q96I25	Q96I25
Q96IV0	Q96IV0
Q96IY4	Q96IY4
Q96IY4	Q9EQV9
Q96IY4	P00730
Q96IY4	P15085
Q96IY4	Q9UI42
Q96IY4	P15086
Q96IY4	P09955
Q96IY4	P48052
Q96IZ0	Q96IZ0
Q96IZ2	Q96IZ2
Q96JH7	Q96JH7
Q96K76	Q96K76
Q96KB5	Q96KB5
Q96KN8	Q96KN8
Q96KN8	P53816
Q96KN8	Q9NWW9
Q96KN8	Q9UL19
Q96L73	Q96L73
Q96LB1	Q96LB1
Q96LB1	Q4QXU5
Q96LB1	Q1L4E8
Q96LB1	Q96LA9
Q96LB1	Q96LB0
Q96LB1	Q96LB2
Q96LB1	P04201
Q96LB1	Q8R4G1
Q96LB1	Q8CIP3
Q96LB1	Q91WW5
Q96LD8	Q96LD8
Q96MU7	Q96MU7
Q96NT5	Q96NT5
Q96NZ9	Q96NZ9
Q96P20	Q96P20
Q96P20	Q8R4B8
Q96P65	Q96P65
Q96PD4	Q96PD4
Q96PD4	Q16552
Q96PH1	Q96PH1
Q96PN6	Q96PN6
Q96PN6	Q9Z286
Q96Q15	Q96Q15
Q96Q83	Q96Q83
Q96Q89	Q96Q89
Q96Q89	O95235
Q96QK1	Q96QK1
Q96QP1	Q96QP1
Q96RQ9	Q96RQ9
Q96RU2	Q96RU2
Q96RU2	Q9UHP3
Q96RU8	Q96RU8
Q96RU8	Q92519
Q96S44	Q96S44
Q96SD1	Q96SD1
Q96SW2	Q96SW2
Q96T54	Q96T54
Q96T60	Q96T60
Q96T88	Q96T88
Q96T88	Q15843
Q99436	Q99436
Q99436	O35955
Q99436	P40306
Q99497	Q99497
Q99504	Q99504
Q99504	P97480
Q99504	O00167
Q99519	Q99519
Q99523	Q99523
Q99523	Q6PHU5
Q99536	Q99536
Q99536	P47199
Q99536	Q08257
Q99570	Q99570
Q99576	Q99576
Q99598	Q99598
Q99700	Q99700
Q99700	O70305
Q99707	Q99707
Q99732	Q99732
Q99757	Q99757
Q99836	Q99836
Q99972	Q99972
Q99973	Q99973
Q9AH50	Q9AH50
Q9AH50	O69002
Q9BHT9	Q9BHT9
Q9BHT9	Q25856
Q9BHT9	P05370
Q9BHT9	P11413
Q9BHT9	Q9GRG7
Q9BPX1	Q9BPX1
Q9BQ69	Q9BQ69
Q9BQB4	Q9BQB4
Q9BQF6	Q9BQF6
Q9BQT8	Q9BQT8
Q9BRS2	Q9BRS2
Q9BRS2	O14730
Q9BRX8	Q9BRX8
Q9BSL1	Q9BSL1
Q9BSW2	Q9BSW2
Q9BSW2	P20340
Q9BSW2	P51159
Q9BSW2	P61019
Q9BSW2	P61105
Q9BSW2	P18067
Q9BSW2	P51149
Q9BSW2	P61026
Q9BTU6	Q9BTU6
Q9BU89	Q9BU89
Q9BUB5	Q9BUB5
Q9BUL5	Q9BUL5
Q9BV23	Q9BV23
Q9BV23	Q8R2Y0
Q9BV47	Q9BV47
Q9BV47	P51452
Q9NX74	Q9NX74
Q9NXA8	Q9NXA8
Q9NXG6	Q9NXG6
Q9NXS2	Q9NXS2
Q9NXS2	Q9CYK2
Q9NXS2	Q16769
Q9NY33	Q9NY33
Q9NY47	Q9NY47
Q9NY47	O08532
Q9NY47	P54289
Q9NY47	O77773
Q9NY47	P54290
Q9NY97	Q9NY97
Q9NYG8	Q9NYG8
Q9NYP7	Q9NYP7
Q9NYP7	Q9NXB9
Q9NYP7	A1L3X0
Q9NYP7	Q9BW60
Q9NYV7	Q9NYV7
Q9NZ20	Q9NZ20
Q9NZH8	Q9NZH8
Q9NZI8	Q9NZI8
Q9NZM1	Q9NZM1
Q9NZN5	Q9NZN5
Q9P0J0	Q9P0J0
Q9P0M2	Q9P0M2
Q9P0M2	Q7TN79
Q9P0U3	Q9P0U3
Q9P275	Q9P275
Q9P286	Q9P286
Q9P286	O96013
Q9P2H5	Q9P2H5
Q9P2J5	Q9P2J5
Q9P2R7	Q9P2R7
Q9P2T1	Q9P2T1
Q9P8Q7	Q9P8Q7
Q9P8Q7	P9WKK7
Q9PN07	Q9PN07
Q9QR71	Q9QR71
Q9QR71	O40947
Q9QXM0	Q9QXM0
Q9R1S4	Q9R1S4
Q9R1S4	P17861
Q9R1T3	Q9R1T3
Q9R1T3	Q9UBR2
Q9RI12	Q9RI12
Q9S446	Q9S446
Q9SMJ3	Q9SMJ3
Q9TVW2	Q9TVW2
Q9TVW2	P55263
Q9TVW2	Q64640
Q9UBB5	Q9UBB5
Q9UBE0	Q9UBE0
Q9UBM7	Q9UBM7
Q9UBM7	B4FS76
Q9UBN4	Q9UBN4
Q9UBN4	Q9QUQ5
Q9UBN4	Q9QX29
Q9UBN4	Q8VD38
Q9UBN4	Q9UL62
Q9UBN4	Q9Y210
Q9UBN4	Q61143
Q9UBN4	Q9HCX4
Q9UBN4	Q9WVC5
Q9UBN4	Q13507
Q9UBN4	Q9QZC1
Q9UBN7	Q9UBN7
Q9UBN7	Q9Z2V5
Q9UBN7	F8W4B7
Q9UBN7	F1QCV2
Q9UBN7	Q70I53
Q9UBN7	Q969S8
Q9WVG5	Q9WVG5
Q9WVG5	Q8VBX1
Q9WVG5	Q9Y5X9
Q9WVG5	P11150
Q9WVG5	P11151
Q9WVG5	P06858
Q9WVG5	P11152
Q9WVG5	Q06000
Q9X688	Q9X688
Q9X721	Q9X721
Q9X721	B9J3S4
Q9X721	Q81BJ6
Q9X721	Q46085
Q9XDB3	Q9XDB3
Q9XFS9	Q9XFS9
Q9XFS9	P45568
Q9XFS9	W8T2T2
Q9XFS9	P9WNS1
Q9XUB2	Q9XUB2
Q9Y006	Q9Y006
Q9Y0I0	Q9Y0I0
Q9Y223	Q9Y223
Q9Y230	Q9Y230
Q9Y230	Q9Y265
Q9Y232	Q9Y232
Q9Y232	Q8N8U2
Q9Y232	Q9Y6F8
Q9Y237	Q9Y237
Q9Y239	Q9Y239
Q9Y239	Q9HC29
Q9Y251	Q9Y251
Q9Y253	Q9Y253
Q9Y256	Q9Y256
Q9Y263	Q9Y263
Q9Y294	Q9Y294
Q9Y2C9	Q9Y2C9
Q9Y2C9	Q15399
Q9Y2C9	O60603
Q9Y2C9	Q9QUN7
Q9Y2I1	Q9Y2I1
Q9Y2I1	Q4G017
Q9Y2I7	Q9Y2I7
Q9Y2I7	Q9Z1T6
Q9Y2K6	Q9Y2K6
Q9Y2T1	Q9Y2T1
Q9Y2T3	Q9Y2T3
Q9Y2T6	Q9Y2T6
Q9Y2T6	Q9WU09
Q9Y2W1	Q9Y2W1
Q9Y303	Q9Y303
Q9Y336	Q9Y336
Q9Y365	Q9Y365
Q9Y3Q4	Q9Y3Q4
Q9Y3Q4	O60741
Q9Y3Q4	O70507
Q9Y3Q4	O88703
Q9Y3Q4	O88704
Q9Y3Q4	Q9UL51
Q9Y3Q4	Q9P1Z3
Q9Y468	Q9Y468
Q9Y468	Q8NA19
Q9Y468	Q96JM7
Q9Y4B6	Q9Y4B6
Q9Y4E8	Q9Y4E8
Q9Y4E8	P51784
Q9Y4E8	Q13107
Q9Y4K3	Q9Y4K3
Q9Y4W6	Q9Y4W6
Q9Y508	Q9Y508
Q9Y572	Q9Y572
Q9Y587	Q9Y587
Q9Y587	P62744
Q9Y5K5	Q9Y5K5
Q9Y5T5	Q9Y5T5
Q9Y5T5	Q70EL2
Q9Y5X5	Q9Y5X5
Q9Y5X5	Q924H0
Q9Y5X5	Q9EQD2
Q9Y5X5	P25929
Q9Y5X5	P21555
Q9Y5X5	P50391
Q9Y5X5	Q61041
Q9Y5X5	Q63447
Q9Y616	Q9Y616
Q9Y618	Q9Y618
Q9Y657	Q9Y657
Q9Y657	Q5JUX0
Q9Y657	Q9BPZ2
Q9Y657	Q56A73
Q9Y6A2	Q9Y6A2
Q9Y6I3	Q9Y6I3
Q9Y6I4	Q9Y6I4
Q9Y6K0	Q9Y6K0
Q9Y6K1	Q9Y6K1
Q9Y6K1	O88508
Q9Y6K1	O88509
Q9Y6K1	Q9UBC3
Q9Y6K9	Q9Y6K9
Q9Y6M4	Q9Y6M4
Q9Y6M4	P78368
Q9Y6M4	Q9HCP0
Q9Y6N5	Q9Y6N5
Q9Y6R4	Q9Y6R4
Q9Y6T7	Q9Y6T7
Q9Y6T7	P23743
Q9Y6T7	P20192
Q9Y6T7	P49619
Q9Y6T7	P51556
Q9Y6W6	Q9Y6W6
Q9Y6W6	Q7T2L8
Q9Y6W6	Q16828
Q9Y6W6	Q64346
Q9Y6Y9	Q9Y6Y9
Q9YGV3	Q9YGV3
Q9YGV3	P41738
Q9YGV3	O02747
Q9YGV3	P30561
Q9YGV3	P35869
Q831P9	Q831P9
Q831P9	P0A6I6
Q83883	Q83883
Q84406	Q84406
Q86GS5	Q86GS5
Q86PR3	Q86PR3
Q86TP1	Q86TP1
Q86U44	Q86U44
Q86UD5	Q86UD5
Q86UE8	Q86UE8
Q86UE8	Q9UKI8
Q86UY6	Q86UY6
Q86V24	Q86V24
Q86V24	Q96A54
Q86VL8	Q86VL8
Q86VL8	Q96FL8
Q86VL8	Q8K0H1
Q86VZ5	Q86VZ5
Q86VZ5	Q8NHU3
Q86VZ5	Q9D4B1
Q86W56	Q86W56
Q86W56	Q9QYM2
Q86X55	Q86X55
Q86X55	Q9WVG6
Q86X55	Q96LA8
Q86XE5	Q86XE5
Q86XP3	Q86XP3
Q86XP3	Q14240
Q86XP3	P60842
Q86XP3	P60843
Q86XP3	Q92841
Q86XP3	P17844
Q86Y07	Q86Y07
Q86Y07	Q99986
Q86Y97	Q86Y97
Q873X9	Q873X9
Q873Y0	Q873Y0
Q89853	Q89853
Q89853	P87666
Q89853	Q05320
Q8BGY9	Q8BGY9
Q8BGY9	Q9GZV3
Q8BGY9	Q9JMD7
Q8BH82	Q8BH82
Q8BH82	Q6IQ20
Q8BVQ5	Q8BVQ5
Q8BVQ5	Q9Y570
Q8CIG3	Q8CIG3
Q8CIG3	Q8NB78
Q8CIM5	Q8CIM5
Q8CIM5	Q9NQS5
Q8CM62	Q8CM62
Q8CM62	P0DPQ5
Q8DP63	Q8DP63
Q8DP79	Q8DP79
Q8DQ18	Q8DQ18
Q8DQ18	C3SLB7
Q8DQ18	P0ACC7
Q8DQ18	P43889
Q8DQ18	Q5HIH6
Q8DVR0	Q8DVR0
Q8F7V4	Q8F7V4
Q8F7V4	P14900
Q8HYC3	Q8HYC3
Q8HYC3	P49684
Q8HYC3	Q533H1
Q8HYC3	Q8VIH9
Q8HYC3	Q9UKP6
Q8I0P1	Q8I0P1
Q8I0P1	Q9UBP0
Q8I2J3	Q8I2J3
Q8I384	Q8I384
Q8IDQ9	Q8IDQ9
Q8IIA4	Q8IIA4
Q8IIA4	A0A3F3IEK2
Q8IIA4	Q8ZDW5
Q8IIA4	G3FIN0
Q8IIA4	P26639
Q8IL04	Q8IL04
Q8IL11	Q8IL11
Q8ILG2	Q8ILG2
Q8ILP4	Q8ILP4
Q8ILQ7	Q8ILQ7
Q8IUF8	Q8IUF8
Q8IVV7	Q8IVV7
Q8IWE4	Q8IWE4
Q8IWL2	Q8IWL2
Q8IXH6	Q8IXH6
Q8IXL6	Q8IXL6
Q8IXQ6	Q8IXQ6
Q9Z258	Q9Z258
Q9Z258	Q5JUK3
Q9Z258	Q6ZPR4
Q9Z258	Q6UVM3
Q9Z429	Q9Z429
Q9ZB22	Q9ZB22
Q9ZHC3	Q9ZHC3
Q9ZHC3	P11880
X5EH84	X5EH84
Q16543	Q16543
Q16548	Q16548
Q16548	Q07440
Q16549	Q16549
Q16558	Q16558
Q16572	Q16572
Q16572	Q62666
Q16572	P81721
Q16572	P54219
Q16572	Q01827
Q16572	Q05940
Q16572	Q27963
Q16572	Q8BRU6
Q16613	Q16613
Q16613	Q29495
Q16637	Q16637
Q16658	Q16658
Q16690	Q16690
Q16690	P28562
Q16690	P28563
Q16690	Q05923
Q16706	Q16706
Q16706	Q24451
Q16719	Q16719
Q16719	P70712
Q16740	Q16740
Q16762	Q16762
Q16775	Q16775
Q16775	Q3B7M2
Q16798	Q16798
Q16798	P48163
Q16798	P23368
Q16820	Q16820
Q16831	Q16831
Q16880	Q16880
Q16880	Q64676
Q16880	P22310
Q16880	O60656
Q16880	P19224
Q16880	P22309
Q16880	Q9HAW7
Q16880	Q9HAW8
Q16880	O75795
Q16880	P16662
Q16880	P36537
Q16881	Q16881
Q16881	O89049
Q16881	Q9JMH6
Q16881	P00390
Q16881	P70619
Q16881	P28593
Q16881	A4HSF7
Q16881	P39040
Q16881	P39050
Q16881	P39051
Q16881	Q962Y6
Q16881	Q9Z0J5
Q17339	Q17339
Q17RY6	Q17RY6
Q1HVG2	Q1HVG2
Q25615	Q25615
Q25615	Q13231
Q25615	Q9D7Q1
Q25615	Q9BZP6
Q25615	Q91XA9
Q26513	Q26513
Q26513	O35543
Q26513	O60760
Q26513	Q9JHF7
Q26513	P08263
Q26513	P09210
Q26710	Q26710
Q26964	Q26964
Q27546	Q27546
Q2AC31	Q2AC31
Q2AC31	Q5NUL3
Q2AC31	Q7TMA4
Q2FXJ5	Q2FXJ5
Q2FXJ5	Q6G8J9
Q2FZP6	Q2FZP6
Q2HRB2	Q2HRB2
Q2HXR2	Q2HXR2
Q2HXR2	Q8I3X4
Q2HXR2	Q8T9Z7
Q2KIM0	Q2KIM0
Q2KIM0	P04066
Q2KIM0	P17164
Q2L8D9	Q2L8D9
Q2M2I8	Q2M2I8
Q2M2I8	Q3UHJ0
Q2M2I8	O75716
Q2M385	Q2M385
Q2M385	A1L314
Q2NL67	Q2NL67
Q2TV84	Q2TV84
Q2YS77	Q2YS77
Q36792	Q36792
Q37001	Q37001
Q38720	Q38720
Q38854	Q38854
Q38854	P77488
Q38854	P9WNS3
Q39829	Q39829
P22314	P22314
P22314	Q02053
P22314	A0AVT1
P22314	P41226
P22413	P22413
P22413	P06802
P22413	Q924C3
P22413	O14638
P22413	Q64610
P22413	Q13822
P22413	Q9R1E6
P22443	P22443
P22443	P11511
P22513	P22513
P22513	P04406
P22513	P46406
P22513	Q01558
P22557	P22557
P22629	P22629
P22680	P22680
P22680	P18125
P22680	Q9UNU6
P22680	Q16647
P22687	P22687
P22687	P11597
P22696	P22696
P22696	Q13526
P22735	P22735
P22735	O95932
P22735	P08587
P22735	Q7M0F8
P22735	P21980
P22735	P21981
P22735	P00488
P22735	Q08188
P22830	P22830
P23025	P23025
P23907	P23907
P23907	P04156
P23907	P04273
P23907	P04925
P23919	P23919
P23921	P23921
P24046	P24046
P24046	P28476
P24046	P18507
P24046	P23574
P24046	Q8N1C3
P24046	O75311
